#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
#"s / mm"	"W_perp_beta [V/pC]"
#------------------------
4.616803853200	2.7560008091396e+03
4.646783099000	2.7615020945373e+03
4.676762344800	2.7668272522895e+03
4.706741590600	2.7719788786401e+03
4.736720836400	2.7769596522348e+03
4.766700082200	2.7817723325587e+03
4.796679328000	2.7864197582961e+03
4.826658573800	2.7909048456125e+03
4.856637819600	2.7952305863614e+03
4.886617065400	2.7994000462155e+03
4.916596311200	2.8034163627247e+03
4.946575557000	2.8072827433016e+03
4.976554802800	2.8110024631366e+03
5.006534048600	2.8145788630422e+03
5.036513294400	2.8180153472315e+03
5.066492540200	2.8213153810281e+03
5.096471786000	2.8244824885134e+03
5.126451031800	2.8275202501095e+03
5.156430277600	2.8304323001024e+03
5.186409523400	2.8332223241045e+03
5.216388769200	2.8358940564611e+03
5.246368015000	2.8384512776013e+03
5.276347260800	2.8408978113355e+03
5.306326506600	2.8432375221020e+03
5.336305752400	2.8454743121645e+03
5.366284998200	2.8476121187637e+03
5.396264244000	2.8496549112234e+03
5.426243489800	2.8516066880155e+03
5.456222735600	2.8534714737850e+03
5.486201981400	2.8552533163376e+03
5.516181227200	2.8569562835929e+03
5.546160473000	2.8585844605051e+03
5.576139718800	2.8601419459542e+03
5.606118964600	2.8616328496100e+03
5.636098210400	2.8630612887718e+03
5.666077456200	2.8644313851860e+03
5.696056702000	2.8657472618450e+03
5.726035947800	2.8670130397695e+03
5.756015193600	2.8682328347771e+03
5.785994439400	2.8694107542401e+03
5.815973685200	2.8705508938353e+03
5.845952931000	2.8716573342889e+03
5.875932176800	2.8727341381177e+03
5.905911422600	2.8737853463724e+03
5.935890668400	2.8748149753829e+03
5.965869914200	2.8758270135103e+03
5.995849160000	2.8768254179073e+03
6.025828405800	2.8778141112915e+03
6.055807651600	2.8787969787321e+03
6.085786897400	2.8797778644551e+03
6.115766143200	2.8807605686687e+03
6.145745389000	2.8817488444114e+03
6.175724634800	2.8827463944272e+03
6.205703880600	2.8837568680688e+03
6.235683126400	2.8847838582335e+03
6.265662372200	2.8858308983323e+03
6.295641618000	2.8869014592976e+03
6.325620863800	2.8879989466306e+03
6.355600109600	2.8891266974907e+03
6.385579355400	2.8902879778313e+03
6.415558601200	2.8914859795837e+03
6.445537847000	2.8927238178907e+03
6.475517092800	2.8940045283950e+03
6.505496338600	2.8953310645823e+03
6.535475584400	2.8967062951833e+03
6.565454830200	2.8981330016369e+03
6.595434076000	2.8996138756159e+03
6.625413321800	2.9011515166189e+03
6.655392567600	2.9027484296303e+03
6.685371813400	2.9044070228499e+03
6.715351059200	2.9061296054958e+03
6.745330305000	2.9079183856811e+03
6.775309550800	2.9097754683681e+03
6.805288796600	2.9117028534007e+03
6.835268042400	2.9137024336176e+03
6.865247288200	2.9157759930485e+03
6.895226534000	2.9179252051944e+03
6.925205779800	2.9201516313940e+03
6.955185025600	2.9224567192790e+03
6.985164271400	2.9248418013175e+03
7.015143517200	2.9273080934499e+03
7.045122763000	2.9298566938166e+03
7.075102008800	2.9324885815801e+03
7.105081254600	2.9352046158420e+03
7.135060500400	2.9380055346572e+03
7.165039746200	2.9408919541453e+03
7.195018992000	2.9438643677010e+03
7.224998237800	2.9469231453045e+03
7.254977483600	2.9500685329324e+03
7.284956729400	2.9533006520698e+03
7.314935975200	2.9566194993259e+03
7.344915221000	2.9600249461509e+03
7.374894466800	2.9635167386576e+03
7.404873712600	2.9670944975467e+03
7.434852958400	2.9707577181361e+03
