# Freq(GHz) Re(Z) Im(Z)
3.550000e+00 4.018163e+02 2.172514e+03
3.560000e+00 4.042389e+02 2.174863e+03
3.570000e+00 4.066615e+02 2.177212e+03
3.580000e+00 4.090841e+02 2.179561e+03
3.590000e+00 4.110943e+02 2.181831e+03
3.600000e+00 4.120015e+02 2.183889e+03
3.610000e+00 4.129087e+02 2.185948e+03
3.620000e+00 4.138158e+02 2.188007e+03
3.630000e+00 4.147230e+02 2.190065e+03
3.640000e+00 4.156302e+02 2.192124e+03
3.650000e+00 4.165373e+02 2.194182e+03
3.660000e+00 4.174445e+02 2.196241e+03
3.670000e+00 4.183517e+02 2.198300e+03
3.680000e+00 4.192588e+02 2.200358e+03
3.690000e+00 4.201660e+02 2.202417e+03
3.700000e+00 4.210732e+02 2.204475e+03
3.710000e+00 4.219803e+02 2.206534e+03
3.720000e+00 4.228875e+02 2.208593e+03
3.730000e+00 4.237947e+02 2.210651e+03
3.740000e+00 4.247018e+02 2.212710e+03
3.750000e+00 4.256090e+02 2.214769e+03
3.760000e+00 4.265162e+02 2.216827e+03
3.770000e+00 4.274233e+02 2.218886e+03
3.780000e+00 4.283305e+02 2.220944e+03
3.790000e+00 4.292377e+02 2.223003e+03
3.800000e+00 4.301448e+02 2.225062e+03
3.810000e+00 4.310520e+02 2.227120e+03
3.820000e+00 4.319592e+02 2.229179e+03
3.830000e+00 4.328664e+02 2.231238e+03
3.840000e+00 4.337735e+02 2.233296e+03
3.850000e+00 4.338037e+02 2.235557e+03
3.860000e+00 4.333590e+02 2.237928e+03
3.870000e+00 4.329142e+02 2.240299e+03
3.880000e+00 4.324694e+02 2.242670e+03
3.890000e+00 4.320246e+02 2.245041e+03
3.900000e+00 4.315798e+02 2.247412e+03
3.910000e+00 4.311350e+02 2.249783e+03
3.920000e+00 4.306902e+02 2.252154e+03
3.930000e+00 4.302455e+02 2.254525e+03
3.940000e+00 4.298007e+02 2.256896e+03
3.950000e+00 4.293559e+02 2.259267e+03
3.960000e+00 4.289111e+02 2.261638e+03
3.970000e+00 4.284663e+02 2.264009e+03
3.980000e+00 4.280215e+02 2.266380e+03
3.990000e+00 4.275768e+02 2.268751e+03
4.000000e+00 4.271320e+02 2.271122e+03
4.010000e+00 4.266872e+02 2.273493e+03
4.020000e+00 4.262424e+02 2.275864e+03
4.030000e+00 4.257976e+02 2.278235e+03
4.040000e+00 4.253528e+02 2.280606e+03
4.050000e+00 4.249080e+02 2.282977e+03
4.060000e+00 4.244633e+02 2.285348e+03
4.070000e+00 4.240185e+02 2.287719e+03
4.080000e+00 4.235737e+02 2.290090e+03
4.090000e+00 4.231289e+02 2.292461e+03
4.100000e+00 4.226565e+02 2.294850e+03
4.110000e+00 4.211149e+02 2.297941e+03
4.120000e+00 4.195734e+02 2.301033e+03
4.130000e+00 4.180319e+02 2.304124e+03
4.140000e+00 4.164903e+02 2.307215e+03
4.150000e+00 4.149488e+02 2.310306e+03
4.160000e+00 4.134073e+02 2.313398e+03
4.170000e+00 4.118657e+02 2.316489e+03
4.180000e+00 4.103242e+02 2.319580e+03
4.190000e+00 4.087827e+02 2.322671e+03
4.200000e+00 4.072412e+02 2.325763e+03
4.210000e+00 4.056996e+02 2.328854e+03
4.220000e+00 4.041581e+02 2.331945e+03
4.230000e+00 4.026166e+02 2.335036e+03
4.240000e+00 4.010750e+02 2.338128e+03
4.250000e+00 3.995335e+02 2.341219e+03
4.260000e+00 3.979920e+02 2.344310e+03
4.270000e+00 3.964505e+02 2.347401e+03
4.280000e+00 3.949089e+02 2.350493e+03
4.290000e+00 3.933674e+02 2.353584e+03
4.300000e+00 3.918259e+02 2.356675e+03
4.310000e+00 3.902843e+02 2.359766e+03
4.320000e+00 3.887428e+02 2.362858e+03
4.330000e+00 3.872013e+02 2.365949e+03
4.340000e+00 3.856597e+02 2.369040e+03
4.350000e+00 3.841182e+02 2.372131e+03
4.360000e+00 3.822496e+02 2.375657e+03
4.370000e+00 3.798941e+02 2.379830e+03
4.380000e+00 3.775386e+02 2.384003e+03
4.390000e+00 3.751830e+02 2.388176e+03
4.400000e+00 3.728275e+02 2.392349e+03
4.410000e+00 3.704720e+02 2.396522e+03
4.420000e+00 3.681164e+02 2.400695e+03
4.430000e+00 3.657609e+02 2.404868e+03
4.440000e+00 3.634054e+02 2.409041e+03
4.450000e+00 3.610498e+02 2.413214e+03
4.460000e+00 3.586943e+02 2.417387e+03
4.470000e+00 3.563388e+02 2.421560e+03
4.480000e+00 3.539832e+02 2.425733e+03
4.490000e+00 3.516277e+02 2.429906e+03
4.500000e+00 3.492722e+02 2.434079e+03
4.510000e+00 3.469166e+02 2.438252e+03
4.520000e+00 3.445611e+02 2.442425e+03
4.530000e+00 3.422056e+02 2.446598e+03
4.540000e+00 3.398500e+02 2.450771e+03
4.550000e+00 3.374945e+02 2.454944e+03
4.560000e+00 3.351390e+02 2.459117e+03
4.570000e+00 3.327835e+02 2.463290e+03
4.580000e+00 3.304279e+02 2.467463e+03
4.590000e+00 3.280724e+02 2.471636e+03
4.600000e+00 3.257169e+02 2.475808e+03
4.610000e+00 3.233613e+02 2.479981e+03
4.620000e+00 3.207224e+02 2.485278e+03
4.630000e+00 3.180028e+02 2.490895e+03
4.640000e+00 3.152832e+02 2.496512e+03
4.650000e+00 3.125637e+02 2.502129e+03
4.660000e+00 3.098441e+02 2.507746e+03
4.670000e+00 3.071245e+02 2.513363e+03
4.680000e+00 3.044049e+02 2.518980e+03
4.690000e+00 3.016853e+02 2.524597e+03
4.700000e+00 2.989657e+02 2.530213e+03
4.710000e+00 2.962461e+02 2.535830e+03
4.720000e+00 2.935265e+02 2.541447e+03
4.730000e+00 2.908069e+02 2.547064e+03
4.740000e+00 2.880873e+02 2.552681e+03
4.750000e+00 2.853678e+02 2.558298e+03
4.760000e+00 2.826482e+02 2.563915e+03
4.770000e+00 2.799286e+02 2.569532e+03
4.780000e+00 2.772090e+02 2.575149e+03
4.790000e+00 2.744894e+02 2.580765e+03
4.800000e+00 2.717698e+02 2.586382e+03
4.810000e+00 2.690502e+02 2.591999e+03
4.820000e+00 2.663306e+02 2.597616e+03
4.830000e+00 2.636110e+02 2.603233e+03
4.840000e+00 2.608915e+02 2.608850e+03
4.850000e+00 2.581719e+02 2.614467e+03
4.860000e+00 2.554523e+02 2.620084e+03
4.870000e+00 2.527895e+02 2.625950e+03
4.880000e+00 2.504366e+02 2.633181e+03
4.890000e+00 2.480837e+02 2.640411e+03
4.900000e+00 2.457308e+02 2.647641e+03
4.910000e+00 2.433779e+02 2.654871e+03
4.920000e+00 2.410250e+02 2.662102e+03
4.930000e+00 2.386721e+02 2.669332e+03
4.940000e+00 2.363192e+02 2.676562e+03
4.950000e+00 2.339663e+02 2.683792e+03
4.960000e+00 2.316134e+02 2.691022e+03
4.970000e+00 2.292605e+02 2.698253e+03
4.980000e+00 2.269076e+02 2.705483e+03
4.990000e+00 2.245547e+02 2.712713e+03
5.000000e+00 2.222018e+02 2.719943e+03
5.010000e+00 2.198489e+02 2.727174e+03
5.020000e+00 2.174960e+02 2.734404e+03
5.030000e+00 2.151431e+02 2.741634e+03
5.040000e+00 2.127902e+02 2.748864e+03
5.050000e+00 2.104373e+02 2.756094e+03
5.060000e+00 2.080844e+02 2.763325e+03
5.070000e+00 2.057315e+02 2.770555e+03
5.080000e+00 2.033786e+02 2.777785e+03
5.090000e+00 2.010257e+02 2.785015e+03
5.100000e+00 1.986728e+02 2.792245e+03
