#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, y-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
8.723960527800	6.0023507832785e+01
8.753939773600	7.0633847341327e+01
8.783919019400	8.0807625381777e+01
8.813898265200	9.0544788713719e+01
8.843877511000	9.9845748743814e+01
8.873856756800	1.0871137628454e+02
8.903836002600	1.1714299591781e+02
8.933815248400	1.2514237997090e+02
8.963794494200	1.3271174211242e+02
8.993773740000	1.3985373057633e+02
9.023752985800	1.4657142102245e+02
9.053732231600	1.5286830904203e+02
9.083711477400	1.5874830231731e+02
9.113690723200	1.6421571244426e+02
9.143669969000	1.6927524642809e+02
9.173649214800	1.7393199786099e+02
9.203628460600	1.7819143779234e+02
9.233607706400	1.8205940530144e+02
9.263586952200	1.8554209778315e+02
9.293566198000	1.8864606095727e+02
9.323545443800	1.9137817861222e+02
9.353524689600	1.9374566209441e+02
9.383503935400	1.9575603955415e+02
9.413483181200	1.9741714495984e+02
9.443462427000	1.9873710689174e+02
9.473441672800	1.9972433712718e+02
9.503420918600	2.0038751902905e+02
9.533400164400	2.0073559574944e+02
9.563379410200	2.0077775826063e+02
9.593358656000	2.0052343322569e+02
9.623337901800	1.9998227072074e+02
9.653317147600	1.9916413182159e+02
9.683296393400	1.9807907606692e+02
9.713275639200	1.9673734881063e+02
9.743254885000	1.9514936847602e+02
9.773234130800	1.9332571372417e+02
9.803213376600	1.9127711054935e+02
9.833192622400	1.8901441931396e+02
9.863171868200	1.8654862173577e+02
9.893151114000	1.8389080783990e+02
9.923130359800	1.8105216288832e+02
9.953109605600	1.7804395429939e+02
9.983088851400	1.7487751856995e+02
10.013068097200	1.7156424821239e+02
10.043047343000	1.6811557871924e+02
10.073026588800	1.6454297556751e+02
