#Parameters = {cpw=15; sigma_z=0.4; wakelength=200; xbeam=0; xtest=0; ybeam=0; ytest=0}
# Beta-weighted transverse dipolar bunch wake, x-plane
# beta_factor is dimensionless: sum(beta_i/<beta>)
# Z_perp unit: Ohm/m
#"s / mm"	"W_perp_beta [V/pC/m]"
#------------------------
-1.768775502200	1.2088529776584e-03
-1.738796256400	1.7309413536515e-03
-1.708817010600	2.4656310297191e-03
-1.678837764800	3.4939376464926e-03
-1.648858519000	4.9254754832361e-03
-1.618879273200	6.9076750332101e-03
-1.588900027400	9.6376533628765e-03
-1.558920781600	1.3377393022520e-02
-1.528941535800	1.8473013392529e-02
-1.498962290000	2.5379061397928e-02
-1.468983044200	3.4688905216801e-02
-1.439003798400	4.7172482510775e-02
-1.409024552600	6.3822829947312e-02
-1.379045306800	8.5912997829392e-02
-1.349066061000	1.1506512503995e-01
-1.319086815200	1.5333360569336e-01
-1.289107569400	2.0330440810198e-01
-1.259128323600	2.6821269492885e-01
-1.229149077800	3.5208092464119e-01
-1.199169832000	4.5987957076334e-01
-1.169190586200	5.9771245783547e-01
-1.139211340400	7.7302846176774e-01
-1.109232094600	9.9486093822013e-01
-1.079252848800	1.2740957081400e+00
-1.049273603000	1.6237677301205e+00
-1.019294357200	2.0593857148776e+00
-0.989315111400	2.5992828842984e+00
-0.959335865600	3.2649908506007e+00
-0.929356619800	4.0816322042249e+00
-0.899377374000	5.0783258771968e+00
-0.869398128200	6.2885977289151e+00
-0.839418882400	7.7507871331531e+00
-0.809439636600	9.5084386903634e+00
-0.779460390800	1.1610666621278e+01
-0.749481145000	1.4112477998939e+01
-0.719501899200	1.7075039836021e+01
-0.689522653400	2.0565874254956e+01
-0.659543407600	2.4658965620929e+01
-0.629564161800	2.9434763696536e+01
-0.599584916000	3.4980067653966e+01
-0.569605670200	4.1387777210238e+01
-0.539626424400	4.8756499264147e+01
-0.509647178600	5.7190001212792e+01
-0.479667932800	6.6796505581433e+01
-0.449688687000	7.7687824648903e+01
-0.419709441200	8.9978338292578e+01
-0.389730195400	1.0378382317882e+02
-0.359750949600	1.1922014652281e+02
-0.329771703800	1.3640184274695e+02
-0.299792458000	1.5544059627294e+02
-0.269813212200	1.7644365817459e+02
-0.239833966400	1.9951222828349e+02
-0.209854720600	2.2473983737873e+02
-0.179875474800	2.5221076613043e+02
-0.149896229000	2.8199853836479e+02
-0.119916983200	3.1416452588123e+02
-0.089937737400	3.4875670043617e+02
-0.059958491600	3.8580856562475e+02
-0.029979245800	4.2533829731348e+02
0.000000000000	4.6734811612761e+02
0.029979245800	5.1182390945654e+02
0.059958491600	5.5873511372895e+02
0.089937737400	6.0803486058202e+02
0.119916983200	6.5966038327983e+02
0.149896229000	7.1353367260889e+02
0.179875474800	7.6956236476695e+02
0.209854720600	8.2764083772087e+02
0.239833966400	8.8765148736040e+02
0.269813212200	9.4946615069609e+02
0.299792458000	1.0129476404667e+03
0.329771703800	1.0779513539058e+03
0.359750949600	1.1443269180791e+03
0.389730195400	1.2119198351040e+03
0.419709441200	1.2805730926000e+03
0.449688687000	1.3501287077582e+03
0.479667932800	1.4204291772839e+03
0.509647178600	1.4913188099583e+03
0.539626424400	1.5626449234709e+03
0.569605670200	1.6342588922796e+03
0.599584916000	1.7060170383561e+03
0.629564161800	1.7777813615719e+03
0.659543407600	1.8494201110271e+03
0.689522653400	1.9208082026691e+03
0.719501899200	1.9918274920071e+03
0.749481145000	2.0623669135263e+03
0.779460390800	2.1323225005203e+03
0.809439636600	2.2015973004880e+03
0.839418882400	2.2701012020230e+03
0.869398128200	2.3377506892967e+03
0.899377374000	2.4044685398952e+03
0.929356619800	2.4701834809765e+03
0.959335865600	2.5348298175778e+03
0.989315111400	2.5983470455016e+03
1.019294357200	2.6606794596447e+03
1.049273603000	2.7217757669756e+03
1.079252848800	2.7815887117044e+03
1.109232094600	2.8400747185621e+03
1.139211340400	2.8971935585927e+03
1.169190586200	2.9529080404677e+03
1.199169832000	3.0071837291135e+03
1.229149077800	3.0599886923826e+03
1.259128323600	3.1112932756315e+03
1.289107569400	3.1610699033656e+03
1.319086815200	3.2092929065794e+03
1.349066061000	3.2559383740350e+03
1.379045306800	3.3009840254740e+03
1.409024552600	3.3444091046163e+03
1.439003798400	3.3861942897621e+03
1.468983044200	3.4263216198398e+03
1.498962290000	3.4647744338336e+03
1.528941535800	3.5015373216565e+03
1.558920781600	3.5365960846857e+03
1.588900027400	3.5699377043551e+03
1.618879273200	3.6015503173742e+03
1.648858519000	3.6314231963172e+03
1.678837764800	3.6595467344992e+03
1.708817010600	3.6859124342081e+03
1.738796256400	3.7105128975092e+03
1.768775502200	3.7333418189644e+03
1.798754748000	3.7543939797240e+03
1.828733993800	3.7736652425460e+03
1.858713239600	3.7911525473832e+03
1.888692485400	3.8068539072471e+03
1.918671731200	3.8207684041216e+03
1.948650977000	3.8328961847434e+03
1.978630222800	3.8432384561108e+03
2.008609468600	3.8517974806113e+03
2.038588714400	3.8585765706876e+03
2.068567960200	3.8635800829806e+03
2.098547206000	3.8668134119047e+03
2.128526451800	3.8682829826241e+03
2.158505697600	3.8679962434083e+03
2.188484943400	3.8659616573529e+03
2.218464189200	3.8621886934573e+03
2.248443435000	3.8566878170579e+03
2.278422680800	3.8494704796145e+03
2.308401926600	3.8405491078555e+03
2.338381172400	3.8299370922849e+03
2.368360418200	3.8176487750602e+03
2.398339664000	3.8036994372480e+03
2.428318909800	3.7881052854666e+03
2.458298155600	3.7708834379275e+03
2.488277401400	3.7520519098842e+03
2.518256647200	3.7316295985030e+03
2.548235893000	3.7096362671646e+03
2.578215138800	3.6860925292132e+03
2.608194384600	3.6610198311621e+03
2.638173630400	3.6344404353727e+03
2.668152876200	3.6063774022201e+03
2.698132122000	3.5768545717581e+03
2.728111367800	3.5458965449009e+03
2.758090613600	3.5135286641350e+03
2.788069859400	3.4797769937771e+03
2.818049105200	3.4446682997944e+03
